SampleNumber	Tile	NumberOfReadsRaw	NumberOfReadsPF
16	2210	128503	128503
17	2210	99781	99781
18	2210	123589	123589
19	2210	136875	136875
20	2210	145410	145410
21	2210	151674	151674
22	2210	140886	140886
23	2210	156507	156507
24	2210	154715	154715
25	2210	142959	142959
26	2210	157654	157654
27	2210	165573	165573
28	2210	156978	156978
29	2210	176709	176709
30	2210	141414	141414
0	2211	2091670	757490
1	2211	136611	136611
2	2211	135848	135848
3	2211	127854	127854
4	2211	112460	112460
5	2211	127810	127810
6	2211	164117	164117
7	2211	160487	160487
8	2211	150834	150834
9	2211	148752	148752
10	2211	178229	178229
11	2211	141066	141066
12	2211	154456	154456
13	2211	159701	159701
14	2211	135310	135310
15	2211	157484	157484
16	2211	130264	130264
17	2211	99650	99650
18	2211	124406	124406
19	2211	137923	137923
20	2211	146574	146574
21	2211	150883	150883
22	2211	142290	142290
23	2211	157491	157491
24	2211	155617	155617
25	2211	143294	143294
26	2211	157658	157658
27	2211	165275	165275
28	2211	158098	158098
29	2211	176548	176548
30	2211	142289	142289
0	2212	2094651	753700
1	2212	136189	136189
2	2212	135941	135941
3	2212	127331	127331
4	2212	112372	112372
5	2212	128879	128879
6	2212	164391	164391
7	2212	159559	159559
8	2212	151078	151078
9	2212	147928	147928
10	2212	178720	178720
11	2212	140078	140078
12	2212	154456	154456
13	2212	159060	159060
14	2212	134749	134749
15	2212	157065	157065
16	2212	129703	129703
17	2212	100229	100229
18	2212	123682	123682
19	2212	137265	137265
20	2212	146402	146402
21	2212	151350	151350
22	2212	141702	141702
23	2212	158109	158109
24	2212	155922	155922
25	2212	143314	143314
26	2212	158073	158073
27	2212	166356	166356
28	2212	157721	157721
29	2212	176320	176320
30	2212	142354	142354
0	2213	2370539	759053
1	2213	127200	127200
2	2213	127308	127308
3	2213	119672	119672
4	2213	105688	105688
5	2213	119411	119411
6	2213	154064	154064
7	2213	150425	150425
8	2213	142210	142210
9	2213	139843	139843
10	2213	167157	167157
11	2213	132053	132053
12	2213	143350	143350
13	2213	149111	149111
14	2213	125125	125125
15	2213	146378	146378
16	2213	120403	120403
17	2213	92288	92288
18	2213	116859	116859
19	2213	127202	127202
20	2213	134507	134507
21	2213	142248	142248
22	2213	133410	133410
23	2213	147805	147805
24	2213	143279	143279
25	2213	134724	134724
26	2213	150017	150017
27	2213	157743	157743
28	2213	149152	149152
29	2213	166820	166820
30	2213	134958	134958
0	2214	2121449	746270
1	2214	134739	134739
2	2214	135283	135283
3	2214	127275	127275
4	2214	112293	112293
5	2214	127309	127309
6	2214	162709	162709
7	2214	158026	158026
8	2214	149501	149501
9	2214	148083	148083
10	2214	177218	177218
11	2214	139854	139854
12	2214	153551	153551
13	2214	158488	158488
14	2214	133877	133877
15	2214	156950	156950
16	2214	128905	128905
17	2214	99033	99033
18	2214	123133	123133
19	2214	136534	136534
20	2214	146072	146072
21	2214	150640	150640
22	2214	141044	141044
23	2214	156314	156314
24	2214	154270	154270
25	2214	141716	141716
26	2214	156480	156480
27	2214	165274	165274
28	2214	157186	157186
29	2214	176188	176188
30	2214	141555	141555
0	2215	2162077	711355
1	2215	133405	133405
2	2215	133569	133569
3	2215	125314	125314
4	2215	110300	110300
5	2215	126072	126072
6	2215	160830	160830
7	2215	157990	157990
8	2215	149379	149379
9	2215	146506	146506
10	2215	176827	176827
11	2215	138553	138553
12	2215	151855	151855
13	2215	156775	156775
14	2215	131991	131991
15	2215	154631	154631
16	2215	127405	127405
17	2215	97513	97513
18	2215	122960	122960
19	2215	134842	134842
20	2215	144425	144425
21	2215	149012	149012
22	2215	139943	139943
23	2215	155072	155072
24	2215	153365	153365
25	2215	140950	140950
26	2215	155723	155723
27	2215	163608	163608
28	2215	155582	155582
29	2215	174180	174180
30	2215	140295	140295
0	2216	2077056	740609
1	2216	136247	136247
2	2216	136694	136694
3	2216	128331	128331
4	2216	112661	112661
5	2216	128725	128725
6	2216	165327	165327
7	2216	160734	160734
8	2216	152056	152056
9	2216	148613	148613
10	2216	180552	180552
11	2216	141611	141611
12	2216	154401	154401
13	2216	160426	160426
14	2216	134876	134876
15	2216	159137	159137
16	2216	129946	129946
17	2216	99926	99926
18	2216	124793	124793
19	2216	137179	137179
20	2216	146553	146553
21	2216	151586	151586
22	2216	142287	142287
23	2216	158265	158265
24	2216	156668	156668
25	2216	143092	143092
26	2216	158113	158113
27	2216	166734	166734
28	2216	158277	158277
29	2216	177500	177500
30	2216	142583	142583
0	2217	2101829	722833
1	2217	135444	135444
2	2217	135054	135054
3	2217	127494	127494
4	2217	112232	112232
5	2217	127711	127711
6	2217	163807	163807
7	2217	160089	160089
8	2217	151243	151243
9	2217	148093	148093
10	2217	178054	178054
11	2217	140402	140402
12	2217	154582	154582
13	2217	159912	159912
14	2217	134090	134090
15	2217	157878	157878
16	2217	128325	128325
17	2217	99412	99412
18	2217	124011	124011
19	2217	136630	136630
20	2217	145961	145961
21	2217	151336	151336
22	2217	141851	141851
23	2217	157898	157898
24	2217	155522	155522
25	2217	143278	143278
26	2217	156256	156256
27	2217	166010	166010
28	2217	157051	157051
29	2217	176526	176526
30	2217	142968	142968
0	2218	2103149	738330
1	2218	136123	136123
2	2218	135469	135469
3	2218	127724	127724
4	2218	112438	112438
5	2218	127909	127909
6	2218	163354	163354
7	2218	159962	159962
8	2218	150804	150804
9	2218	147252	147252
10	2218	178799	178799
11	2218	139966	139966
12	2218	154044	154044
13	2218	158739	158739
14	2218	133817	133817
15	2218	157185	157185
16	2218	129087	129087
17	2218	99487	99487
18	2218	123470	123470
19	2218	136954	136954
20	2218	145229	145229
21	2218	150527	150527
22	2218	142727	142727
23	2218	157569	157569
24	2218	156168	156168
25	2218	143378	143378
26	2218	157430	157430
27	2218	165977	165977
28	2218	157717	157717
29	2218	176663	176663
30	2218	141832	141832
0	2219	2091755	750179
1	2219	136073	136073
2	2219	135509	135509
3	2219	127993	127993
4	2219	112728	112728
5	2219	128442	128442
6	2219	164923	164923
7	2219	160031	160031
8	2219	151672	151672
9	2219	147080	147080
10	2219	179539	179539
11	2219	141428	141428
12	2219	154790	154790
13	2219	159589	159589
14	2219	134278	134278
15	2219	157614	157614
16	2219	128495	128495
17	2219	100284	100284
18	2219	123348	123348
19	2219	137405	137405
20	2219	145094	145094
21	2219	150840	150840
22	2219	142572	142572
23	2219	157982	157982
24	2219	156627	156627
25	2219	143453	143453
26	2219	157799	157799
27	2219	167126	167126
28	2219	158153	158153
29	2219	176498	176498
30	2219	141829	141829
0	2220	2089739	749753
1	2220	135913	135913
2	2220	135643	135643
3	2220	126991	126991
4	2220	112004	112004
5	2220	128779	128779
6	2220	164861	164861
7	2220	160181	160181
8	2220	152122	152122
9	2220	148515	148515
10	2220	179506	179506
11	2220	141425	141425
12	2220	155326	155326
13	2220	160059	160059
14	2220	133148	133148
15	2220	157554	157554
16	2220	129226	129226
17	2220	101123	101123
18	2220	123274	123274
19	2220	136738	136738
20	2220	145466	145466
21	2220	150690	150690
22	2220	142729	142729
23	2220	158171	158171
24	2220	155758	155758
25	2220	143871	143871
26	2220	157309	157309
27	2220	167299	167299
28	2220	158271	158271
29	2220	176346	176346
30	2220	142912	142912
0	2221	2156765	725695
1	2221	134294	134294
2	2221	133741	133741
3	2221	125941	125941
4	2221	110444	110444
5	2221	126108	126108
6	2221	161750	161750
7	2221	158141	158141
8	2221	149877	149877
9	2221	146454	146454
10	2221	177952	177952
11	2221	138901	138901
12	2221	152005	152005
13	2221	157871	157871
14	2221	130959	130959
15	2221	156225	156225
16	2221	126251	126251
17	2221	97149	97149
18	2221	121814	121814
19	2221	134639	134639
20	2221	142515	142515
21	2221	149033	149033
22	2221	139226	139226
23	2221	156123	156123
24	2221	153372	153372
25	2221	140947	140947
26	2221	155731	155731
27	2221	165457	165457
28	2221	156410	156410
29	2221	174347	174347
30	2221	140507	140507
0	2222	2099692	735379
1	2222	136400	136400
2	2222	135429	135429
3	2222	126780	126780
4	2222	111268	111268
5	2222	127390	127390
6	2222	164728	164728
7	2222	159750	159750
8	2222	151338	151338
9	2222	148018	148018
10	2222	179390	179390
11	2222	140922	140922
12	2222	154840	154840
13	2222	159518	159518
14	2222	133691	133691
15	2222	157090	157090
16	2222	128452	128452
17	2222	99352	99352
18	2222	123413	123413
19	2222	136338	136338
20	2222	145488	145488
21	2222	150976	150976
22	2222	140946	140946
23	2222	157921	157921
24	2222	156038	156038
25	2222	143352	143352
26	2222	156876	156876
27	2222	166008	166008
28	2222	158802	158802
29	2222	177828	177828
30	2222	142915	142915
0	2223	2091821	718743
1	2223	136155	136155
2	2223	136312	136312
3	2223	127118	127118
4	2223	111854	111854
5	2223	129111	129111
6	2223	165113	165113
7	2223	160360	160360
8	2223	151530	151530
9	2223	147245	147245
10	2223	180427	180427
11	2223	140725	140725
12	2223	155221	155221
13	2223	159821	159821
14	2223	133377	133377
15	2223	157338	157338
16	2223	128815	128815
17	2223	99540	99540
18	2223	124251	124251
19	2223	136553	136553
20	2223	145057	145057
21	2223	150913	150913
22	2223	140666	140666
23	2223	158727	158727
24	2223	157457	157457
25	2223	142662	142662
26	2223	156577	156577
27	2223	166749	166749
28	2223	158918	158918
29	2223	177926	177926
30	2223	142610	142610
0	2224	2099369	732670
1	2224	136129	136129
2	2224	135453	135453
3	2224	126599	126599
4	2224	111875	111875
5	2224	128248	128248
6	2224	165175	165175
7	2224	160663	160663
8	2224	151110	151110
9	2224	147797	147797
10	2224	180271	180271
11	2224	140741	140741
12	2224	153755	153755
13	2224	159565	159565
14	2224	133196	133196
15	2224	157058	157058
16	2224	128308	128308
17	2224	99375	99375
18	2224	122862	122862
19	2224	136973	136973
20	2224	145134	145134
21	2224	151054	151054
22	2224	141516	141516
23	2224	157813	157813
24	2224	155824	155824
25	2224	143058	143058
26	2224	156326	156326
27	2224	166422	166422
28	2224	158736	158736
29	2224	178321	178321
30	2224	142223	142223
